2022-07-25 19:28:39,305 DEBUG   MainThread:41919 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-25 19:49:09,713 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:49:11,567 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:49:12,971 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:49:12,971 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:49:23,719 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:49:28,096 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:49:28,096 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:49:37,726 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:49:43,153 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:49:43,246 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:49:43,247 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:49:51,733 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:49:58,375 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:49:58,375 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:50:05,740 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:50:13,523 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:50:13,523 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:50:14,714 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:50:19,746 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:50:28,658 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:50:28,658 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:50:33,753 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:50:43,824 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:50:43,824 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:50:45,759 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:50:46,182 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:50:58,949 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:50:58,949 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:50:59,766 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:51:13,773 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:51:14,143 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:51:14,143 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:51:17,599 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:51:27,779 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:51:29,280 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:51:29,280 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:51:41,786 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:51:44,455 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:51:44,455 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:51:49,002 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:51:55,793 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:51:59,615 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:51:59,615 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:52:09,799 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:52:14,737 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:52:14,737 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:52:20,405 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:52:22,805 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:52:28,866 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:52:30,059 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:52:30,059 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:52:38,758 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: partial_history
2022-07-25 19:52:38,758 WARNING HandlerThread:41919 [handler.py:handle_request_partial_history():511] Step 54 < 65. Dropping entry: {'GAN': 2.944152593612671, 'GAN_Feat': 0.288185179233551, 'D_Fake': 0.0, 'D_real': 0.5058364868164062, 'acc': nan, 'viz': {'_type': 'image-file', 'path': 'media/images/viz_65_56ccb265705f13ae7e3f.png', 'sha256': '56ccb265705f13ae7e3fe1cb5820f56a6720afbbbfa899ea34d67add00ab7f85', 'size': 140852, 'format': 'png', 'width': 1200, 'height': 600}, 'learning_rate_G': 0.0002, '_timestamp': 1658778758, '_runtime': 35391}.
2022-07-25 19:52:38,759 DEBUG   SenderThread:41919 [sender.py:send():235] send: files
2022-07-25 19:52:38,759 INFO    SenderThread:41919 [sender.py:_save_file():947] saving file media/images/viz_65_56ccb265705f13ae7e3f.png with policy now
2022-07-25 19:52:38,974 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images/viz_65_56ccb265705f13ae7e3f.png
2022-07-25 19:52:38,975 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/media/images
2022-07-25 19:52:39,352 INFO    Thread-26 :41919 [upload_job.py:push():137] Uploaded file /tmp/tmpwidy9k73wandb/2vhe5wuj-media/images/viz_65_56ccb265705f13ae7e3f.png
2022-07-25 19:52:39,974 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:52:41,975 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:52:45,255 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:52:45,255 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:52:53,401 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:52:55,982 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:00,383 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:53:00,383 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:53:09,989 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:15,514 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:53:15,514 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:53:21,995 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:23,996 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:24,900 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:53:30,726 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:53:30,726 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:53:36,002 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:45,873 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:53:45,874 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:53:50,009 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:53:56,395 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:54:01,005 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:54:01,005 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:54:04,017 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:54:16,149 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:54:16,150 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:54:18,024 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:54:27,925 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:54:31,290 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:54:31,290 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:54:32,034 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:54:46,041 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:54:46,449 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:54:46,449 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:54:59,393 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:55:00,049 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:55:01,599 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:55:01,599 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:55:14,056 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:55:16,772 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:55:16,772 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:55:28,069 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:55:30,992 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:55:31,936 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:55:31,936 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:55:40,075 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:55:42,076 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:55:47,095 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:55:47,095 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:55:54,083 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:56:02,227 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:56:02,227 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:56:02,440 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:56:08,089 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:56:17,364 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:56:17,365 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:56:22,097 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:56:32,532 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:56:32,532 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:56:33,909 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:56:36,104 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:56:47,670 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:56:47,670 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:56:51,112 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:02,798 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:57:02,798 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:57:05,119 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:05,400 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:57:17,966 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:57:17,966 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:57:19,131 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:33,089 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:57:33,089 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:57:33,138 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:36,856 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:57:45,143 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:47,145 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:57:48,214 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:57:48,214 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:57:59,152 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:58:03,342 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:58:03,342 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:58:08,382 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:58:13,159 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:58:18,464 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:58:18,465 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:58:27,166 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
