2022-07-23 05:17:34,680 DEBUG   MainThread:20388 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-23 06:17:31,789 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:17:31,789 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:17:38,114 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:17:38,322 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:17:40,324 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:17:46,922 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:17:46,923 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:17:52,332 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:18:02,362 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:18:02,362 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:18:06,340 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:18:09,613 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:18:17,487 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:18:17,487 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:18:20,349 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:18:32,611 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:18:32,611 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:18:34,356 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:18:41,201 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:18:47,738 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:18:47,739 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:18:48,365 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:02,373 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:02,859 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:19:02,860 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:19:12,700 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:19:16,381 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:17,986 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:19:17,986 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:19:30,388 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:33,107 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:19:33,107 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:19:42,399 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:44,444 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:19:48,256 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:19:48,256 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:19:48,403 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:19:58,792 DEBUG   SenderThread:20388 [sender.py:send():235] send: files
2022-07-23 06:19:58,792 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file media/images/viz_21_7548651e958fbb1d8182.png with policy now
2022-07-23 06:19:58,794 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: partial_history
2022-07-23 06:19:58,798 DEBUG   SenderThread:20388 [sender.py:send():235] send: history
2022-07-23 06:19:58,798 DEBUG   SenderThread:20388 [sender.py:send():235] send: summary
2022-07-23 06:19:58,807 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-23 06:19:59,328 INFO    Thread-36 :20388 [upload_job.py:push():137] Uploaded file /tmp/tmpjx9t74ydwandb/xj7xg78f-media/images/viz_21_7548651e958fbb1d8182.png
2022-07-23 06:19:59,574 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/wandb-summary.json
2022-07-23 06:19:59,574 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images/viz_21_7548651e958fbb1d8182.png
2022-07-23 06:19:59,574 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images
2022-07-23 06:20:00,574 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:02,575 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:03,407 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:20:03,407 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:20:16,584 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:17,446 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:20:18,542 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:20:18,543 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:20:28,591 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:30,592 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:33,663 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:20:33,663 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:20:42,599 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:20:48,786 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:20:48,786 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:20:48,906 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:20:56,607 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:21:03,910 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:21:03,910 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:21:10,616 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:21:19,034 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:21:19,034 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:21:20,391 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:21:24,624 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:21:34,155 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:21:34,155 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:21:38,632 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:21:49,280 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:21:49,280 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:21:51,971 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:21:52,641 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:04,415 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:22:04,415 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:22:06,649 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:19,540 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:22:19,541 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:22:20,658 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:23,425 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:22:34,664 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:22:34,664 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:22:34,670 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:46,678 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:48,679 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:22:49,800 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:22:49,800 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:22:55,008 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:23:00,685 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:23:04,920 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:23:04,920 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:23:14,693 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:23:20,047 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:23:20,047 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:23:26,469 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:23:28,701 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:23:35,168 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:23:35,168 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:23:42,710 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:23:50,291 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:23:50,291 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:23:56,719 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:23:57,928 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:24:05,426 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:24:05,426 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:24:10,734 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:24:20,549 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:24:20,549 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:24:24,743 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:24:29,448 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:24:35,672 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:24:35,673 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:24:38,751 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:24:50,794 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:24:50,794 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:24:52,760 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:01,042 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:25:04,767 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:05,915 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:25:05,915 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:25:06,769 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:18,776 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:21,035 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:25:21,035 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:25:32,547 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:25:32,785 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:36,163 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:25:36,163 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:25:46,793 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:25:51,282 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:25:51,282 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:26:00,801 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:26:04,003 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:26:06,417 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:26:06,417 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:26:14,810 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:26:21,545 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:26:21,546 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:26:28,832 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:26:35,436 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:26:36,666 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:26:36,667 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:26:42,841 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:26:51,794 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:26:51,794 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:26:56,850 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:06,915 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:27:06,915 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:27:07,037 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:27:10,857 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:22,044 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:27:22,047 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:27:22,868 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:28,871 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:37,212 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:27:37,212 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:27:39,803 DEBUG   SenderThread:20388 [sender.py:send():235] send: files
2022-07-23 06:27:39,803 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file media/images/viz_22_060dba5b8a7a5e8be8f1.png with policy now
2022-07-23 06:27:39,804 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: partial_history
2022-07-23 06:27:39,808 DEBUG   SenderThread:20388 [sender.py:send():235] send: history
2022-07-23 06:27:39,809 DEBUG   SenderThread:20388 [sender.py:send():235] send: summary
2022-07-23 06:27:39,825 INFO    SenderThread:20388 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-23 06:27:40,092 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/wandb-summary.json
2022-07-23 06:27:40,093 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images/viz_22_060dba5b8a7a5e8be8f1.png
2022-07-23 06:27:40,093 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/media/images
2022-07-23 06:27:40,614 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:27:41,093 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:43,094 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:27:45,317 INFO    Thread-38 :20388 [upload_job.py:push():137] Uploaded file /tmp/tmpjx9t74ydwandb/1x2zlq1r-media/images/viz_22_060dba5b8a7a5e8be8f1.png
2022-07-23 06:27:52,405 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:27:52,405 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:27:57,102 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:28:07,532 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:28:07,532 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:28:11,110 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:28:12,195 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:28:22,653 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:28:22,654 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:28:25,119 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:28:37,774 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:28:37,774 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:28:39,127 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:28:43,707 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:28:52,895 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:28:52,895 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:28:53,135 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:29:07,144 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
2022-07-23 06:29:08,013 DEBUG   HandlerThread:20388 [handler.py:handle_request():141] handle_request: stop_status
2022-07-23 06:29:08,013 DEBUG   SenderThread:20388 [sender.py:send_request():249] send_request: stop_status
2022-07-23 06:29:15,285 DEBUG   SenderThread:20388 [sender.py:send():235] send: stats
2022-07-23 06:29:19,151 INFO    Thread-10 :20388 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220723_051734-bjvg6h7j/files/output.log
